transaction_id,user_id,username,email,age,subscription,city,region,store_id,transaction_date,raw_timestamp,product_category,sale_amount,price,status
TXN000866,USER0103,courtney86,courtney86@rediffmail.com,40,Basic,Mumbai,west,STORE001,2025-11-23,,Furniture,-16808.18,3472.63,cancelled
TXN000669,USER0005,adamsemily,adamsemily@gmail.com,47,Basic,Kolkata,East,STORE002,08/09/2026,2026-09-08 11:24:11,Furniture,1035.39,74340.13,Cancelled
TXN000299,USER0019,parkerscott,parkerscott@rediffmail.com,63,Free,Mumbai,West,STORE002,2025-10-30,2025-10-30 08:58:26,Clothing,72682.33,22314.08,Returned
TXN000690,USER0034,landryelizabeth,landryelizabeth@gmail.com,27,Premium,Patna,East,STORE002,2026-06-24,2026-06-24 19:56:27,Grocery,53302.22,69465.95,Cancelled
TXN000315,USER0060,torrestravis,,66,Premium,Mumbai,West,STORE001,2025-10-25,2025-10-25 11:51:43,Books,13925.6,64755.14,Cancelled
TXN000311,USER0139,thomasharvey,thomasharvey@rediffmail.com,56,Free,Chennai,South,STORE002,05/11/2025,2025-11-05 13:42:06,Furniture,83082.21,,Completed
TXN000362,USER0061,farmeraudrey,farmeraudrey@yahoo.com,44,Basic,Mumbai,West,STORE001,2025-08-05,2025-08-05 04:11:10,Furniture,67555.42,47954.21,
TXN000480,USER0121,sandra84,,60,Free,Ahmedabad,West,STORE001,03-22-2026,2026-03-22 18:50:21,Sports,93093.24,57461.41,
TXN000111,USER0059,emurphy,emurphy@rediffmail.com,50,Premium,Chandigarh,North,STORE003,2025-08-15,2025-08-15 10:49:10,Clothing,72765.17,81912.97,PENDING
TXN000025,USER0154,jason76,jason76@gmail.com,26,Basic,Chennai,SOUTH,STORE001,2026-09-19,2026-09-19 20:33:00,Electronics,74267.43,-15629.25,Cancelled
TXN000487,USER0213,yhill,,68,Free,Chandigarh,North,STORE005,2026-05-14,2026-05-14 21:27:08,Furniture,62362.52,45494.0,Returned
TXN000364,USER0146,lynchdiane,lynchdiane@gmail.com,31,Basic,,South,STORE005,06-14-2026,2026-06-14 12:38:36,Furniture,86743.51,17139.62,Returned
TXN000255,USER0067,stephenthomas,stephenthomas@yahoo.com,36,Basic,Mumbai,West,STORE003,18/03/2025,2025-03-18 18:36:03,Books,39355.97,83206.79,Cancelled
TXN000260,USER0044,cgrimes,cgrimes@rediffmail.com,55,Basic,Mumbai,West,STORE001,2025-05-14,2025-05-14 06:52:25,Electronics,99716.43,,Returned
TXN000803,USER0143,amber07,,35,Premium,Bhubaneswar,East,STORE002,2025-10-26,2025-10-26 01:40:09,Books,21076.24,11706.87,Cancelled
TXN000678,USER0066,zowens,zowens@gmail.com,69,Basic,Chennai,South,STORE001,22/01/2026,2026-01-22 10:56:54,Clothing,61112.79,43240.72,Completed
TXN000495,USER0017,scott19,scott19@outlook.com,23,Premium,Lucknow,North,STORE005,2025-09-25,2025-09-25 22:15:31,Books,15499.61,,Returned
TXN000671,USER0143,timothybooth,timothybooth@rediffmail.com,50,Basic,Mumbai,West,STORE002,2025-01-08,2025-01-08 06:52:40,Beauty,19457.65,73907.6,Pending
TXN000378,USER0055,smithkevin,smithkevin@rediffmail.com,22,Free,Mumbai,West,STORE003,08-12-2026,2026-08-12 00:16:11,Clothing,94706.84,80313.93,Cancelled
TXN000527,USER0111,jimenezcourtney,jimenezcourtney@rediffmail.com,48,Basic,Pune,West,STORE003,2025-03-30,2025-03-30 13:54:33,Electronics,73028.77,73644.27,PENDING
TXN000846,USER0065,darlenebyrd,darlenebyrd@hotmail.com,58,Free,Bhubaneswar,East,STORE001,2025-09-27,,Electronics,21940.41,97905.3,returned
TXN000138,USER0231,bryantlaurie,bryantlaurie@outlook.com,41,Basic,Bangalore,South,STORE001,2026-01-06,2026-01-06 12:36:02,Beauty,13855.74,36758.3,
TXN000356,USER0149,elizabeth65,elizabeth65@yahoo.com,103,Free,Jaipur,North,STORE005,2026-11-01,2026-11-01 04:23:25,Electronics,39738.84,50266.51,Pending
TXN000366,USER0068,michael22,michael22@gmail.com,19,Premium,Mumbai,West,STORE005,03/09/2026,2026-09-03 18:04:14,Books,90942.99,68468.35,Pending
TXN000943,USER0040,mayokimberly,mayokimberly@yahoo.com,31,Basic,Chandigarh,North,STORE005,04-22-2025,2025-04-22 02:32:28,Clothing,82930.87,68133.52,Completed
TXN000750,USER0252,bentonsteven,,68,Free,Bangalore,south,STORE003,2026-11-13,2026-11-13 04:59:34,Books,22458.24,57639.61,Completed
TXN000949,USER0186,wrightjohn,wrightjohn@hotmail.com,56,Premium,Pune,West,STORE004,2026-01-06,2026-01-06 02:22:35,Books,41943.14,56977.29,Pending
TXN000830,USER0183,williamsconnie,williamsconnie@outlook.com,43,Free,Delhi,North,STORE002,2025-02-19,2025-02-19 10:05:19,Clothing,75209.04,72596.24,Pending
TXN000657,USER0024,dturner,dturner@hotmail.com,19,Basic,Mumbai,West,STORE004,2025-03-28,2025-03-28 17:38:20,Grocery,41552.15,,Cancelled
TXN000200,USER0041,michael74,michael74@rediffmail.com,65,Basic,Bhubaneswar,East,STORE001,2026-01-29,2026-01-29 23:08:50,Electronics,43765.12,83883.6,Cancelled
TXN000214,USER0044,christopher31,christopher31@gmail.com,64,Premium, Mumbai,West,STORE003,20/12/2025,2025-12-20 00:30:06,Clothing,34372.36,78448.57,Returned
TXN000409,USER0058,susanhayes,susanhayes@yahoo.com,58,Basic,Jaipur,North,STORE003,2026-01-05,2026-01-05 01:55:42,Electronics,16819.3,27682.39,completed
TXN000333,USER0147,guerreroanthony,guerreroanthony@outlook.com,27,Premium,Lucknow,North,STORE003,2025-07-24,2025-07-24 08:48:50,Grocery,75384.04,3327.41,Returned
TXN000209,USER0093,vmendoza,vmendoza@rediffmail.com,19,Free,Bhubaneswar,East,STORE004,2025-04-27,,Sports,21043.87,79788.78,Completed
TXN000614,USER0145,greenmichael,greenmichael@outlook.com,69,Premium,Delhi,North,STORE001,08-06-2026,2026-08-06 04:13:55,Beauty,95194.83,38200.95,Returned
TXN000079,USER0024,barnesbrandy,barnesbrandy@outlook.com,68,Premium,Patna  ,East,STORE003,2026-03-31,2026-03-31 05:44:19,Clothing,37546.62,-14642.42,Returned
TXN000030,USER0211,ddavis,ddavis@yahoo.com,35,Premium,Patna,East,STORE001,27/02/2026,2026-02-27 00:11:47,Furniture,87229.46,85873.47,Pending
TXN000536,USER0150,shannon21,shannon21@hotmail.com,57,Basic,Kolkata,East,STORE001,2026-04-27,2026-04-27 22:34:43,Grocery,89201.13,,Completed
TXN000696,USER0255,morenojoshua,morenojoshua@outlook.com,35,Basic,Mumbai,West,STORE001,03-13-2026,2026-03-13 14:29:27,Grocery,44224.68,26635.93,Completed
TXN000558,USER0068,markaustin,markaustin@gmail.com,48,Basic,Chandigarh,North,STORE003,2026-03-04,2026-03-04 14:58:04,Sports,36320.6,81722.17,Cancelled
TXN000837,USER0161,rubendavis,rubendavis@outlook.com,23,Free, Bangalore,South,STORE004,2026-03-28,2026-03-28 11:32:54,Beauty,45064.22,87753.12,COMPLETED
TXN000597,USER0043,amandasharp,amandasharp@gmail.com,28,Premium,Mumbai,West,STORE005,2025-01-04,2025-01-04 12:12:40,Sports,96969.49,83079.08,PENDING
TXN000166,USER0165,cookemichael,cookemichael@outlook.com,59,Premium,Bhubaneswar,East,STORE001,2026-05-04,,Sports,57455.92,53561.71,Completed
TXN000919,USER0255,steven11,steven11@yahoo.com,31,Free,,South,STORE004,2026-11-30,2026-11-30 23:58:46,Beauty,35275.39,61886.04,Pending
TXN000496,USER0086,alyssasanders,alyssasanders@yahoo.com,54,Free,Chennai,South,STORE003,2026-01-28,2026-01-28 07:42:28,Electronics,64261.88,,Completed
TXN000825,USER0233,melissa86,melissa86@rediffmail.com,63,Basic,Chennai,South,STORE005,12/01/2025,,Beauty,30672.79,22808.75,Pending
TXN000066,USER0166,gabrieltucker,gabrieltucker@rediffmail.com,34,Premium,Patna,East,STORE001,2026-03-25,2026-03-25 02:38:02,Grocery,96194.92,83612.27,Completed
TXN000142,USER0189,wcole,,69,Free,Delhi,North,STORE002,23/05/2025,2025-05-23 07:50:31,Beauty,88436.22,6668.24,RETURNED
TXN000926,USER0101,codygarcia,codygarcia@rediffmail.com,56,Basic,Hyderabad,South,STORE001,01-22-2025,2025-01-22 01:01:49,Beauty,48269.12,38773.77,RETURNED
TXN000828,USER0015,amy29,amy29@yahoo.com,36,Premium,Kolkata,EAST,STORE005,2025-03-21,2025-03-21 11:38:49,Electronics,6625.38,59751.36,Cancelled
TXN000656,USER0010,nancy83,,60,Free,Pune,West,STORE002,2026-08-07,2026-08-07 16:12:48,Electronics,27568.76,20659.92,Returned
TXN000332,USER0147,amberlindsey,amberlindsey@hotmail.com,69,Premium,Mumbai,West,STORE005,2026-08-20,2026-08-20 18:42:45,Electronics,2624.69,14618.14,completed
TXN000665,USER0154,harttammy,harttammy@gmail.com,111,Free,Ahmedabad,west,STORE001,2025-02-16,2025-02-16 05:47:34,Books,14051.06,55692.26,Cancelled
TXN000250,USER0027,jennifercollins,,32,Free,Chandigarh,North,STORE001,10-05-2025,2025-10-05 02:36:23,Furniture,6985.75,46562.91,Cancelled
TXN000908,USER0244,stephen19,stephen19@hotmail.com,36,Basic,Ahmedabad,WEST,STORE001,2025-06-24,2025-06-24 16:47:44,Beauty,49347.12,66803.2,Returned
TXN000709,USER0234,enelson,enelson@outlook.com,62,Free,Chandigarh,North,STORE003,2026-04-19,2026-04-19 18:02:47,Furniture,61341.45,81017.48,Pending
TXN000306,USER0128,karenperez,karenperez@yahoo.com,62,Basic,Delhi,North,STORE003,2026-06-28,2026-06-28 06:01:43,Grocery,10360.55,50383.31,
TXN000735,USER0234,joseph21,joseph21@yahoo.com,34,Premium,Jaipur,North,STORE005,2026-12-16,2026-12-16 21:41:09,Beauty,95182.65,84167.44,COMPLETED
TXN000924,USER0019,lori20,lori20@outlook.com,22,Basic,Bhubaneswar,East,STORE005,30/08/2025,2025-08-30 15:04:51,Sports,61282.02,8151.29,Returned
TXN000050,USER0160,wrightcaleb,wrightcaleb@rediffmail.com,61,Basic,Delhi,North,STORE004,17/06/2025,2025-06-17 09:06:37,Sports,19913.14,59250.58,pending
TXN000897,USER0258,woodkelly,woodkelly@rediffmail.com,27,Premium,Patna,East,STORE003,2025-02-21,2025-02-21 08:08:22,Grocery,99591.83,19753.07,Completed
TXN000003,USER0173,garzaanthony,garzaanthony@gmail.com,23,Basic,Lucknow,North,STORE001,2026-12-16,2026-12-16 13:21:17,Clothing,84764.69,60412.23,Completed
TXN000545,USER0183,amitchell,amitchell@gmail.com,38,Premium,Jaipur,North,STORE005,26/01/2025,2025-01-26 12:39:53,Sports,19595.46,52690.74,
TXN000351,USER0183,ronald45,ronald45@yahoo.com,60,Free,  Bhubaneswar,East,STORE002,2025-07-22,2025-07-22 23:37:31,Electronics,28585.2,,PENDING
TXN000905,USER0004,dvasquez,dvasquez@hotmail.com,57,Free,Bhubaneswar,East,STORE002,2025-11-05,2025-11-05 20:19:46,Electronics,6807.49,15386.91,Completed
TXN000537,USER0142,robertspatrick,robertspatrick@gmail.com,62,Premium,Chandigarh,North,STORE004,02-05-2026,2026-02-05 05:18:04,Grocery,87511.81,52116.7,Completed
TXN000345,USER0231,oscar98,oscar98@hotmail.com,45,Basic,Mumbai,West,STORE001,2026-08-12,,Furniture,67362.54,,Completed
TXN000729,USER0247,fgarcia,fgarcia@gmail.com,41,Basic,Jaipur,North,STORE004,14/08/2026,2026-08-14 14:40:12,Grocery,47124.28,42327.46,Returned
TXN000482,USER0112,amymorris,amymorris@yahoo.com,55,Free,Delhi,North,STORE001,2025-12-02,2025-12-02 15:41:42,Books,14757.86,15006.72,Cancelled
TXN000576,USER0188,ledwards,ledwards@outlook.com,69,Free,Delhi,North,STORE005,2025-11-25,2025-11-25 01:01:37,Electronics,76542.88,,Returned
TXN000034,USER0101,tasha01,tasha01@outlook.com,45,Premium,Ahmedabad,west,STORE003,2025-01-02,2025-01-02 16:59:51,Beauty,31460.17,84816.73,Cancelled
TXN000032,USER0170,ycarlson,ycarlson@gmail.com,25,Basic,Chennai,SOUTH,STORE002,2025-12-26,2025-12-26 20:32:25,Beauty,96257.18,26620.09,Completed
TXN000232,USER0249,prestonjessica,prestonjessica@outlook.com,61,Premium,Ahmedabad,WEST,STORE001,12/12/2025,2025-12-12 17:36:08,Electronics,62655.33,,Completed
TXN000964,USER0110,rogersmarcus,rogersmarcus@gmail.com,45,Premium,Patna,east,STORE004,2025-10-17,2025-10-17 04:12:40,Beauty,61160.6,71028.05,Completed
TXN000193,USER0119,jenniferfreeman,jenniferfreeman@gmail.com,63,Premium,Mumbai,WEST,STORE001,2026-11-16,2026-11-16 01:48:00,Grocery,50622.72,37382.75,RETURNED
TXN000334,USER0115,howardkristina,howardkristina@rediffmail.com,42,Premium,Hyderabad,South,STORE005,2025-04-15,2025-04-15 19:55:43,Books,79703.68,69643.24,Completed
TXN000004,USER0151,robinsonwilliam,robinsonwilliam@rediffmail.com,41,Free,Mumbai,West,STORE002,2026-04-16,2026-04-16 17:07:59,Sports,7048.56,66160.21,Cancelled
TXN000205,USER0072,michaelturner,,37,Basic,Mumbai,West,STORE004,2026-08-09,,Grocery,6420.39,43524.16,Returned
TXN000515,USER0165,david89,david89@yahoo.com,66,Premium,Ahmedabad,West,STORE005,2025-11-29,,Grocery,33616.82,12162.47,Pending
TXN000800,USER0149,kimberlycunningham,kimberlycunningham@gmail.com,54,Premium,Bhubaneswar,East,STORE002,06-20-2025,2025-06-20 19:17:44,Sports,-81471.9,49553.09,Completed
TXN000307,USER0149,zcoffey,,64,Free,Mumbai,West,STORE005,2025-06-21,2025-06-21 02:52:02,Beauty,33849.73,88808.61,
TXN000110,USER0125,jeffreykeller,jeffreykeller@hotmail.com,55,Basic, Kolkata,East,STORE005,2026-12-08,2026-12-08 11:05:27,Electronics,39637.09,31096.43,cancelled
TXN000431,USER0037,jenniferwilliams,jenniferwilliams@outlook.com,67,Basic,Jaipur,North,STORE003,2026-07-29,2026-07-29 19:47:33,Sports,92421.39,9050.51,Returned
TXN000078,USER0148,bethwilliams,bethwilliams@yahoo.com,65,Premium,Jaipur,North,STORE004,2026-07-09,2026-07-09 01:39:04,Electronics,76060.93,70418.69,Completed
TXN000085,USER0068,david51,david51@gmail.com,36,Basic,Mumbai,West,STORE004,2025-11-13,,Grocery,20159.4,78672.63,Cancelled
TXN000287,USER0177,elizabeth74,elizabeth74@hotmail.com,34,Basic,Hyderabad,South,STORE004,19/04/2025,2025-04-19 18:49:06,Beauty,60935.32,,Cancelled
TXN000083,USER0141,khowell,khowell@gmail.com,54,Free,Bangalore,South,STORE001,2026-12-18,2026-12-18 09:01:53,Beauty,74542.7,83300.61,
TXN000268,USER0029,tylerjohnson,tylerjohnson@yahoo.com,56,Premium,Delhi,North,STORE001,2026-07-10,2026-07-10 09:11:31,Beauty,47851.1,33240.23,PENDING
TXN000790,USER0220,fhenderson,fhenderson@yahoo.com,57,Premium,Pune,West,STORE005,21/03/2026,2026-03-21 15:18:18,Grocery,25021.73,76696.09,Cancelled
TXN000895,USER0239,xcline,xcline@yahoo.com,51,Basic,Chennai,South,STORE005,2025-04-23,2025-04-23 00:31:59,Beauty,66465.6,,cancelled
TXN000399,USER0178,kmaldonado,kmaldonado@hotmail.com,52,Premium,Mumbai,West,STORE001,2026-06-21,2026-06-21 20:40:34,Furniture,30856.03,41279.16,Pending
TXN000324,USER0175,bruce43,bruce43@outlook.com,70,Premium,Chennai,South,STORE002,05/06/2026,2026-06-05 17:13:41,Books,45500.55,56059.07,RETURNED
TXN000520,USER0260,kingcynthia,kingcynthia@yahoo.com,47,Free,Bhubaneswar,East,STORE002,09-26-2026,2026-09-26 11:55:48,Clothing,5401.6,11356.64,
TXN000917,USER0116,hedwards,hedwards@yahoo.com,65,Premium,Chennai,South,STORE004,20/07/2025,2025-07-20 08:31:28,Books,52900.09,79021.42,Completed
TXN000923,USER0134,randy04,randy04@yahoo.com,39,Premium,Mumbai,West,STORE002,27/09/2025,2025-09-27 20:01:02,Grocery,54754.03,73413.88,Completed
TXN000006,USER0084,lrobinson,,42,Basic,Hyderabad,South,STORE005,09-16-2026,,Grocery,68492.96,84300.91,completed
TXN000732,USER0213,fhughes,fhughes@hotmail.com,65,Basic,Pune,WEST,STORE004,2026-05-28,2026-05-28 23:46:23,Furniture,30850.3,98753.45,Completed
TXN000466,USER0170,jessicafuller,jessicafuller@outlook.com,22,Premium,Ahmedabad,west,STORE003,2026-07-23,2026-07-23 17:01:13,Books,3214.2,98363.52,Pending
TXN000098,USER0221,amydavenport,amydavenport@gmail.com,68,Free,Pune,west,STORE001,2026-01-26,2026-01-26 19:33:18,Books,65505.82,87782.85,Pending
TXN000267,USER0015,qhughes,qhughes@outlook.com,54,Free,Chennai,South,STORE002,2026-08-30,2026-08-30 10:51:47,Beauty,94842.01,83686.01,RETURNED
TXN000358,USER0033,schmittcaroline,schmittcaroline@outlook.com,41,Premium,Pune,WEST,STORE001,03/01/2026,2026-01-03 01:14:48,Sports,20756.73,90781.84,Cancelled
TXN000869,USER0198,terrimoore,terrimoore@outlook.com,56,Premium,  Ahmedabad  ,West,STORE005,2026-08-05,2026-08-05 10:57:14,Grocery,10381.73,27877.04,Completed
TXN000799,USER0061,hillamanda,hillamanda@hotmail.com,22,Basic,  Mumbai,West,STORE004,2026-07-28,,Beauty,93140.1,50436.56,Completed
TXN000381,USER0176,ythompson,ythompson@gmail.com,53,Premium,Chennai,South,STORE004,12/09/2025,2025-09-12 09:05:25,Clothing,35418.44,89442.19,Cancelled
TXN000632,USER0213,reesebeth,reesebeth@hotmail.com,37,Premium,Pune,West,STORE002,2025-06-27,2025-06-27 06:10:38,Beauty,4800.23,1911.25,Cancelled
TXN000382,USER0256,vincentwhitaker,vincentwhitaker@yahoo.com,33,Free,Patna,East,STORE002,2025-07-07,2025-07-07 23:43:59,Books,26614.0,22997.83,Pending
TXN000491,USER0028,ejohnson,ejohnson@outlook.com,52,Premium,Ahmedabad,West,STORE004,2026-12-02,2026-12-02 20:34:51,Furniture,51315.04,-46976.32,Cancelled
TXN000119,USER0193,michaeljones,michaeljones@outlook.com,70,Premium,Mumbai,West,STORE005,2025-05-13,2025-05-13 19:45:05,Electronics,64637.88,42398.3,Cancelled
TXN000901,USER0211,hallmichael,hallmichael@hotmail.com,19,Free,Mumbai,West,STORE001,2026-04-25,2026-04-25 11:27:29,Books,42149.77,75610.06,Cancelled
TXN000251,USER0189,tranchristopher,tranchristopher@yahoo.com,36,,Pune,WEST,STORE003,2025-11-15,2025-11-15 10:05:35,Sports,62309.48,46446.28,Returned
TXN000524,USER0028,megan90,megan90@hotmail.com,27,Premium,Ahmedabad,West,STORE005,20/01/2026,2026-01-20 07:04:30,Furniture,17888.27,37411.16,Returned
TXN000010,USER0137,jamesmichael,jamesmichael@outlook.com,25,Basic,Chandigarh,North,STORE004,2026-07-21,2026-07-21 00:43:46,Grocery,45427.0,95386.21,Cancelled
TXN000197,USER0256,kevinperkins,kevinperkins@hotmail.com,59,Basic,Lucknow,NORTH,STORE005,2025-02-27,,Books,97386.59,89489.64,completed
TXN000604,USER0217,ismall,,34,Premium,Chennai,South,STORE001,12-11-2026,2026-12-11 12:43:13,Beauty,5969.36,33352.97,Pending
TXN000082,USER0155,stephen10,stephen10@yahoo.com,42,Basic,Pune,West,STORE001,2026-10-17,2026-10-17 13:44:16,Grocery,38198.29,35960.02,Cancelled
TXN000784,USER0096,baileymegan,baileymegan@hotmail.com,40,Premium,Patna,East,STORE001,12-29-2025,2025-12-29 03:00:22,Furniture,49255.41,8565.9,Pending
TXN000588,USER0209,jamesryan,jamesryan@outlook.com,60,Free,Delhi,NORTH,STORE001,2025-11-18,2025-11-18 19:19:55,Furniture,94321.9,72451.02,Pending
TXN000798,USER0104,flynnjeffrey,flynnjeffrey@rediffmail.com,64,Premium,Chennai,south,STORE001,14/07/2026,2026-07-14 19:21:19,Grocery,19251.5,55094.52,Cancelled
TXN000240,USER0123,ssteele,ssteele@hotmail.com,42,Premium,Patna,East,STORE002,2025-10-30,2025-10-30 20:03:50,Furniture,63844.42,7194.1,
TXN000291,USER0260,gcastaneda,gcastaneda@hotmail.com,26,Free,Delhi,North,STORE005,27/02/2025,2025-02-27 16:50:10,Electronics,17456.36,,Pending
TXN000212,USER0023,kvasquez,kvasquez@rediffmail.com,59,Free,Bangalore,south,STORE004,2026-11-05,,Books,33226.51,79643.48,Completed
TXN000718,USER0099,petersonkayla,petersonkayla@gmail.com,32,Premium,Mumbai,West,STORE002,17/01/2025,2025-01-17 13:01:00,Sports,16788.02,41626.43,Completed
TXN000360,USER0194,dianewalker,dianewalker@outlook.com,55,Free,Mumbai,west,STORE001,2026-08-16,2026-08-16 17:36:11,Beauty,25233.48,97270.14,Pending
TXN000450,USER0028,lacey20,lacey20@rediffmail.com,27,Basic,Mumbai,West,STORE004,2025-10-20,2025-10-20 14:10:27,Electronics,72292.41,11405.84,Pending
TXN000228,USER0049,brownlaura,brownlaura@yahoo.com,66,Basic,Pune,West,STORE001,24/10/2025,2025-10-24 18:17:54,Clothing,86718.05,12776.13,Pending
TXN000951,USER0093,lkelly,lkelly@hotmail.com,18,Premium,Hyderabad,South,STORE001,2026-08-13,2026-08-13 15:40:56,Furniture,26411.27,55502.42,Returned
TXN000947,USER0027,stokesthomas,stokesthomas@rediffmail.com,48,Free,Patna,East,STORE005,2026-07-06,2026-07-06 23:07:54,Beauty,44157.64,26991.35,CANCELLED
TXN000797,USER0062,kjackson,kjackson@gmail.com,55,Free,Chandigarh,north,STORE002,2026-08-22,2026-08-22 12:05:56,Grocery,70495.54,92557.51,Completed
TXN000502,USER0045,taylorcharles,taylorcharles@rediffmail.com,26,Basic,Bhubaneswar,East,STORE005,06/09/2026,2026-09-06 20:07:45,Books,96719.83,89610.56,Pending
TXN000465,USER0172,kellycarlos,,68,Basic,Bangalore,South,STORE001,10-24-2026,2026-10-24 04:30:09,Books,52155.22,56537.77,Cancelled
TXN000363,USER0083,xbruce,xbruce@yahoo.com,58,Free,Delhi,North,STORE001,2026-10-25,2026-10-25 13:01:15,Beauty,14771.82,16717.5,Pending
TXN000469,USER0159,zwelch,zwelch@outlook.com,27,Premium,Patna,East,STORE005,2026-05-28,2026-05-28 04:12:21,Sports,99272.76,20598.19,COMPLETED
TXN000936,USER0219,nthompson,,69,Premium,Mumbai,West,STORE005,2025-12-16,2025-12-16 23:53:39,Furniture,95252.11,93254.02,Cancelled
TXN000429,USER0222,carlamoore,carlamoore@outlook.com,68,Basic,Chandigarh,north,STORE002,02/04/2026,2026-04-02 19:36:32,Grocery,33683.2,47637.88,Completed
TXN000008,USER0135,jpeterson,jpeterson@rediffmail.com,45,Free,Hyderabad,South,STORE004,2025-05-27,2025-05-27 08:08:15,Clothing,22010.14,99754.01,Returned
TXN000156,USER0154,vjohnson,vjohnson@rediffmail.com,39,Free,Mumbai,West,STORE005,2025-12-02,2025-12-02 19:20:10,Beauty,49035.68,56336.13,Returned
TXN000542,USER0163,davisphillip,davisphillip@outlook.com,27,Basic,  Delhi  ,North,STORE004,2025-07-08,2025-07-08 06:35:45,Beauty,97549.02,53410.93,
TXN000441,USER0160,jsawyer,jsawyer@rediffmail.com,39,Basic,Mumbai,West,STORE005,2026-03-04,2026-03-04 07:36:09,Grocery,20755.05,13943.8,Pending
TXN000483,USER0163,murphykenneth,murphykenneth@outlook.com,54,Free,Lucknow,North,STORE003,2026-02-04,2026-02-04 19:36:28,Furniture,71807.34,91520.28,completed
TXN000423,USER0230,bromero,bromero@hotmail.com,18,Free,Bhubaneswar,East,STORE001,2026-07-18,,Clothing,59616.71,,Cancelled
TXN000779,USER0253,bushjamie,bushjamie@gmail.com,45,Free,Mumbai,West,STORE005,2026-08-13,2026-08-13 01:05:47,Sports,13729.2,49830.74,Completed
TXN000950,USER0071,gallagherstacie,gallagherstacie@rediffmail.com,34,Basic,Mumbai,west,STORE003,2026-07-05,,,11884.61,40909.43,Pending
TXN000335,USER0161,alfred40,alfred40@rediffmail.com,21,Premium,Bhubaneswar,East,STORE003,2026-01-26,,Grocery,62094.11,78114.4,Returned
TXN000577,USER0029,vbarr,vbarr@yahoo.com,33,Premium,Mumbai,West,STORE003,2025-04-10,2025-04-10 13:22:22,Beauty,8585.68,68830.33,Cancelled
TXN000935,USER0179,ycrawford,ycrawford@gmail.com,56,Basic,Delhi,North,STORE003,2026-06-30,2026-06-30 01:42:19,Books,75356.5,21732.76,Completed
TXN000568,USER0062,rhernandez,rhernandez@yahoo.com,110,Basic,Chennai,South,STORE005,2026-02-10,2026-02-10 14:33:42,Electronics,74169.07,89253.52,Pending
TXN000595,USER0242,mwoods,mwoods@hotmail.com,39,Free,Bhubaneswar,EAST,STORE004,2025-10-08,2025-10-08 02:52:49,Books,10129.52,16118.3,Cancelled
TXN000531,USER0208,dperry,dperry@yahoo.com,68,Basic,  Patna,East,STORE004,04-11-2026,2026-04-11 14:49:08,Sports,63376.89,,Completed
TXN000582,USER0154,ybailey,ybailey@hotmail.com,60,Free,Mumbai,West,STORE003,2025-12-22,2025-12-22 02:41:52,Grocery,41489.99,,RETURNED
TXN000708,USER0205,hallrachel,hallrachel@rediffmail.com,69,Premium,Mumbai,West,STORE005,2025-10-10,,Clothing,91039.22,87936.02,Returned
TXN000449,USER0199,anthonygalvan,anthonygalvan@rediffmail.com,66,Free,Delhi,North,STORE001,2026-06-16,2026-06-16 17:25:47,Grocery,29188.82,39864.19,Cancelled
TXN000454,USER0229,anaacosta,anaacosta@outlook.com,58,Premium,Hyderabad,south,STORE001,2026-03-06,2026-03-06 09:19:46,Grocery,96047.34,,Cancelled
TXN000229,USER0202,scott74,scott74@hotmail.com,27,Free,Kolkata,East,STORE003,13/09/2025,2025-09-13 04:45:20,Sports,41481.09,45253.97,Completed
TXN000353,USER0224,deckerchristopher,deckerchristopher@outlook.com,41,Premium,Jaipur,North,STORE003,05/01/2025,2025-01-05 10:15:50,Furniture,46338.55,35938.29,Cancelled
TXN000729,USER0247,fgarcia,fgarcia@gmail.com,41,Basic,Jaipur,North,STORE004,14/08/2026,2026-08-14 14:40:12,Grocery,47124.28,42327.46,Returned
TXN000213,USER0114,hernandezlisa,hernandezlisa@hotmail.com,41,Basic,Pune,West,STORE004,01-11-2025,2025-01-11 03:16:14,Books,67987.59,69074.69,pending
TXN000080,USER0041,sarah35,sarah35@rediffmail.com,42,Free,Lucknow,NORTH,STORE002,08-03-2026,,Furniture,91291.62,14397.46,Returned
TXN000149,USER0164,drivera,drivera@outlook.com,43,Premium,Kolkata,East,STORE003,2025-12-15,2025-12-15 19:09:20,Beauty,56208.96,31979.68,Returned
TXN000303,USER0235,,alyssa42@yahoo.com,38,Free,Mumbai,West,STORE002,2025-02-25,2025-02-25 04:08:12,Books,8173.07,33329.68,
TXN000629,USER0254,williambryant,williambryant@rediffmail.com,59,Basic,Pune,West,STORE004,2025-10-02,2025-10-02 20:26:56,Sports,43679.38,,PENDING
TXN000778,USER0209,shannonjordan,shannonjordan@outlook.com,23,Free,Bhubaneswar,EAST,STORE001,2025-11-09,2025-11-09 20:54:05,Electronics,73022.31,94492.21,Pending
TXN000507,USER0207,william13,william13@gmail.com,52,Premium,Pune,West,STORE001,2026-06-12,2026-06-12 22:49:31,Furniture,95420.12,,Returned
TXN000343,USER0110,lammarc,lammarc@hotmail.com,24,Premium,Bangalore,South,STORE005,2026-10-04,2026-10-04 02:13:42,Books,70304.01,97624.77,Returned
TXN000486,USER0185,acostarhonda,acostarhonda@hotmail.com,27,Basic,Mumbai,West,STORE002,05-02-2026,2026-05-02 04:12:35,Grocery,1259.11,,Pending
