customer_id,customer_name,email,registration_date,customer_type
489,Customer 489,customer489@example.com,2024-09-27,VIP
490,Customer 490,customer490@example.com,2024-03-24,REGULAR
491,Customer 491,customer491@example.com,2024-09-02,REGULAR
492,Customer 492,customer492@example.com,2025-07-19,REGULAR
493,Customer 493,customer493@example.com,2024-06-09,REGULAR
494,Customer 494,customer494@example.com,2025-02-22,PREMIUM
495,Customer 495,customer495@example.com,2025-08-31,PREMIUM
496,Customer 496,customer496@example.com,2024-10-25,REGULAR
497,Customer 497,customer497@example.com,2024-08-25,PREMIUM
498,Customer 498,customer498@example.com,2024-10-16,VIP
499,Customer 499,customer499@example.com,2025-04-09,REGULAR
500,Customer 500,customer500@example.com,2024-08-27,PREMIUM
